channel,sku,shipment_id,quantity_sold,quantity_returned,gross_sale,taxes,net_sales,created_at
retail,SKU-03469,SHP-0008232,2,0,560,117.6,442.4,1.75852296E9
online,SKU-04882,SHP-0015276,2,0,560,117.6,442.4,1.720819223E9
retail,SKU-07824,SHP-0023012,2,0,560,117.6,442.4,1.759435857E9
retail,SKU-08396,SHP-0009972,2,0,560,117.6,442.4,1.722046833E9
retail,SKU-04424,SHP-0017790,2,0,560,117.6,442.4,1.720922137E9
online,SKU-04424,SHP-0001762,2,0,560,117.6,442.4,1.776213404E9
retail,SKU-07824,SHP-0005281,2,0,560,117.6,442.4,1.776218423E9
online,SKU-09631,SHP-0017288,2,0,560,117.6,442.4,1.763696084E9
online,SKU-09585,SHP-0017539,2,0,560,117.6,442.4,1.721982944E9
online,SKU-04424,SHP-0002115,2,0,560,117.6,442.4,1.759491914E9
online,SKU-04135,SHP-0002387,2,0,560,117.6,442.4,1.729654691E9
online,SKU-04882,SHP-0012895,2,0,560,117.6,442.4,1.724306675E9
online,SKU-09631,SHP-0019218,2,0,560,117.6,442.4,1.763963443E9
online,SKU-01065,SHP-0001263,2,0,560,117.6,442.4,1.76396436E9
online,SKU-01677,SHP-0026546,2,0,560,117.6,442.4,1.763971086E9
retail,SKU-08101,SHP-0017953,2,0,560,117.6,442.4,1.75536855E9
online,SKU-04424,SHP-0022981,2,0,560,117.6,442.4,1.755386443E9
online,SKU-04135,SHP-0028625,2,0,560,117.6,442.4,1.71760486E9
retail,SKU-08396,SHP-0021661,2,0,560,117.6,442.4,1.71790741E9
online,SKU-04135,SHP-0013000,2,0,560,117.6,442.4,1.717909506E9
online,SKU-04135,SHP-0001745,2,1,560,117.6,442.4,1.779433496E9
retail,SKU-04882,SHP-0002229,2,0,560,117.6,442.4,1.745452505E9
online,SKU-09631,SHP-0005830,2,0,560,117.6,442.4,1.762834565E9
online,SKU-02130,SHP-0008540,2,0,560,117.6,442.4,1.729441614E9
online,SKU-09585,SHP-0005855,2,0,560,117.6,442.4,1.754184745E9
online,SKU-07702,SHP-0026003,2,2,560,117.6,442.4,1.754187466E9
online,SKU-05107,SHP-0003507,2,0,560,117.6,442.4,1.719826922E9
online,SKU-04424,SHP-0007241,2,0,560,117.6,442.4,1.71986239E9
online,SKU-09631,SHP-0011917,2,0,560,117.6,442.4,1.758772299E9
retail,SKU-09585,SHP-0027481,2,0,560,117.6,442.4,1.758804124E9
retail,SKU-01677,SHP-0012920,2,0,560,117.6,442.4,1.758805656E9
online,SKU-04135,SHP-0029861,2,0,560,117.6,442.4,1.774691603E9
retail,SKU-06130,SHP-0006908,1,0,30,6.3,23.7,1.737855814E9
online,SKU-04249,SHP-0001314,1,0,30,6.3,23.7,1.737897288E9
online,SKU-04249,SHP-0022780,1,1,30,6.3,23.7,1.737908943E9
retail,SKU-03880,SHP-0006531,1,1,30,6.3,23.7,1.737913649E9
retail,SKU-01829,SHP-0002624,1,0,30,6.3,23.7,1.725645845E9
marketplace,SKU-03880,SHP-0017506,1,0,30,6.3,23.7,1.725653534E9
online,SKU-01829,SHP-0011399,1,0,30,6.3,23.7,1.725658583E9
online,SKU-01829,SHP-0006248,1,1,30,6.3,23.7,1.778841078E9
online,SKU-05815,SHP-0007841,1,0,30,6.3,23.7,1.778860948E9
online,SKU-06130,SHP-0026177,1,0,30,6.3,23.7,1.778871471E9
marketplace,SKU-04249,SHP-0000252,1,0,30,6.3,23.7,1.753871485E9
marketplace,SKU-01829,SHP-0006886,1,0,30,6.3,23.7,1.753897177E9
retail,SKU-04249,SHP-0029489,1,0,30,6.3,23.7,1.753907322E9
online,SKU-05815,SHP-0017384,1,0,30,6.3,23.7,1.747361358E9
online,SKU-06130,SHP-0014515,1,0,30,6.3,23.7,1.747369439E9
online,SKU-05413,SHP-0008639,1,0,30,6.3,23.7,1.747403924E9
online,SKU-06130,SHP-0025619,1,0,30,6.3,23.7,1.726709964E9
online,SKU-04249,SHP-0003750,1,0,30,6.3,23.7,1.726761778E9
retail,SKU-05815,SHP-0013557,1,0,30,6.3,23.7,1.726763515E9
online,SKU-02061,SHP-0008581,1,1,30,6.3,23.7,1.769130354E9
retail,SKU-06130,SHP-0021514,1,0,30,6.3,23.7,1.769144327E9
online,SKU-05815,SHP-0020674,1,1,30,6.3,23.7,1.769209639E9
online,SKU-04249,SHP-0029906,1,1,30,6.3,23.7,1.734325936E9
online,SKU-04249,SHP-0012236,1,0,30,6.3,23.7,1.719029709E9
online,SKU-05413,SHP-0009367,1,1,30,6.3,23.7,1.719059624E9
online,SKU-06130,SHP-0000890,1,0,30,6.3,23.7,1.719085466E9
online,SKU-05413,SHP-0027178,1,0,30,6.3,23.7,1.762338099E9
online,SKU-05413,SHP-0017252,1,0,30,6.3,23.7,1.762352327E9
online,SKU-02061,SHP-0028020,1,0,30,6.3,23.7,1.716953213E9
online,SKU-01829,SHP-0007331,1,0,30,6.3,23.7,1.716979788E9
online,SKU-04249,SHP-0000615,1,1,30,6.3,23.7,1.777621741E9
retail,SKU-05413,SHP-0019020,1,0,30,6.3,23.7,1.777622783E9
online,SKU-04249,SHP-0023756,1,0,30,6.3,23.7,1.777664932E9
retail,SKU-06130,SHP-0001050,1,1,30,6.3,23.7,1.777671274E9
online,SKU-05413,SHP-0002086,1,1,30,6.3,23.7,1.777676052E9
marketplace,SKU-06130,SHP-0016947,1,0,30,6.3,23.7,1.725674103E9
online,SKU-05413,SHP-0004941,1,0,30,6.3,23.7,1.725685392E9
online,SKU-05413,SHP-0010247,1,0,30,6.3,23.7,1.762478732E9
online,SKU-05413,SHP-0020185,1,1,30,6.3,23.7,1.76253681E9
online,SKU-03880,SHP-0017526,1,0,30,6.3,23.7,1.762555921E9
online,SKU-05815,SHP-0015696,1,0,30,6.3,23.7,1.76255669E9
online,SKU-93020,SHP-0007445,1,1,30,6.3,23.7,1.775581823E9
online,SKU-01829,SHP-0021993,1,0,30,6.3,23.7,1.736603528E9
online,SKU-05815,SHP-0023451,1,1,30,6.3,23.7,1.736637059E9
online,SKU-05413,SHP-0025049,1,0,30,6.3,23.7,1.766796637E9
retail,SKU-99510,SHP-0022749,1,0,30,6.3,23.7,1.766817935E9
online,SKU-05815,SHP-0010708,1,1,30,6.3,23.7,1.76682238E9
online,SKU-01829,SHP-0020463,1,0,30,6.3,23.7,1.76682945E9
online,SKU-04249,SHP-0025360,1,0,30,6.3,23.7,1.766863016E9
online,SKU-04249,SHP-0028112,1,0,30,6.3,23.7,1.765777878E9
online,SKU-01829,SHP-0014824,1,0,30,6.3,23.7,1.765806648E9
online,SKU-05815,SHP-0023117,1,1,30,6.3,23.7,1.76583505E9
online,SKU-03880,SHP-0024038,1,0,30,6.3,23.7,1.765838618E9
online,SKU-01829,SHP-0008405,1,0,30,6.3,23.7,1.765505287E9
online,SKU-03880,SHP-0023150,1,0,30,6.3,23.7,1.735439318E9
retail,SKU-03880,SHP-0004409,1,0,30,6.3,23.7,1.748316804E9
retail,SKU-03880,SHP-0011494,1,0,30,6.3,23.7,1.748320028E9
online,SKU-03880,SHP-0019551,1,0,30,6.3,23.7,1.748381839E9
online,SKU-05413,SHP-0003784,1,0,30,6.3,23.7,1.76965157E9
retail,SKU-05413,SHP-0026589,1,0,30,6.3,23.7,1.769655947E9
online,SKU-06130,SHP-0010632,1,0,30,6.3,23.7,1.76724595E9
online,SKU-01829,SHP-0018964,1,0,30,6.3,23.7,1.767249442E9
online,SKU-02061,SHP-0007670,1,0,30,6.3,23.7,1.767293068E9
retail,SKU-02061,SHP-0005564,1,0,30,6.3,23.7,1.722398163E9
online,SKU-05413,SHP-0028028,1,1,30,6.3,23.7,1.722410328E9
online,SKU-03880,SHP-0011914,1,0,30,6.3,23.7,1.758194619E9
online,SKU-05815,SHP-0013986,1,0,30,6.3,23.7,1.733030921E9
online,SKU-04249,SHP-0028943,1,0,30,6.3,23.7,1.733032697E9
retail,SKU-06130,SHP-0004665,1,0,30,6.3,23.7,1.733047868E9
online,SKU-05815,SHP-0011068,1,0,30,6.3,23.7,1.733094808E9
online,SKU-04249,SHP-0009842,1,0,30,6.3,23.7,1.767011927E9
online,SKU-03880,SHP-0002995,1,1,30,6.3,23.7,1.767014757E9
online,SKU-04249,SHP-0015187,1,0,30,6.3,23.7,1.767016846E9
online,SKU-03880,SHP-0004905,1,0,30,6.3,23.7,1.76701931E9
online,SKU-03880,SHP-0027100,1,0,30,6.3,23.7,1.718183961E9
online,SKU-05815,SHP-0023711,1,1,30,6.3,23.7,1.718187104E9
online,SKU-03880,SHP-0008472,1,1,30,6.3,23.7,1.762290684E9
online,SKU-01829,SHP-0018992,1,0,30,6.3,23.7,1.745011997E9
online,SKU-04249,SHP-0021886,1,0,30,6.3,23.7,1.771728039E9
online,SKU-05815,SHP-0015248,1,1,30,6.3,23.7,1.771802262E9
online,SKU-03880,SHP-0011549,1,0,30,6.3,23.7,1.75039424E9
online,SKU-05413,SHP-0015711,1,0,30,6.3,23.7,1.75043202E9
marketplace,SKU-01829,SHP-0025730,1,1,30,6.3,23.7,1.750441373E9
online,SKU-04249,SHP-0013342,1,0,30,6.3,23.7,1.780059865E9
online,SKU-04249,SHP-0028777,1,0,30,6.3,23.7,1.780090905E9
online,SKU-01829,SHP-0005476,1,0,30,6.3,23.7,1.757256455E9
marketplace,SKU-05815,SHP-0015187,1,0,30,6.3,23.7,1.757269505E9
retail,SKU-05413,SHP-0026712,1,0,30,6.3,23.7,1.757271003E9
online,SKU-01829,SHP-0011922,1,1,30,6.3,23.7,1.765626185E9
marketplace,SKU-04249,SHP-0024858,1,0,30,6.3,23.7,1.765633362E9
online,SKU-06130,SHP-0016680,1,0,30,6.3,23.7,1.765668904E9
online,SKU-05815,SHP-0014324,1,0,30,6.3,23.7,1.730951285E9
online,SKU-03880,SHP-0003120,1,0,30,6.3,23.7,1.73097315E9
online,SKU-05815,SHP-0007855,1,0,30,6.3,23.7,1.75472325E9
online,SKU-06130,SHP-0002662,1,0,30,6.3,23.7,1.754727959E9
online,SKU-04249,SHP-0022737,1,0,30,6.3,23.7,1.718105717E9
online,SKU-05815,SHP-0019930,1,0,30,6.3,23.7,1.718133519E9
retail,SKU-06130,SHP-0019109,1,0,30,6.3,23.7,1.778596502E9
retail,SKU-01829,SHP-0004889,1,0,30,6.3,23.7,1.778622615E9
online,SKU-02061,SHP-0003174,1,0,30,6.3,23.7,1.725807442E9
online,SKU-06130,SHP-0008860,1,0,30,6.3,23.7,1.778097989E9
online,SKU-01829,SHP-0021781,1,0,30,6.3,23.7,1.766711845E9
online,SKU-03880,SHP-0018785,1,0,30,6.3,23.7,1.766735827E9
retail,SKU-05413,SHP-0014991,1,0,30,6.3,23.7,1.76675225E9
online,SKU-02061,SHP-0007955,1,0,30,6.3,23.7,1.763530998E9
marketplace,SKU-03880,SHP-0017040,1,0,30,6.3,23.7,1.750470904E9
online,SKU-03880,SHP-0004318,1,0,30,6.3,23.7,1.736493163E9
retail,SKU-03880,SHP-0008155,1,0,30,6.3,23.7,1.736512204E9
online,SKU-05815,SHP-0029660,1,0,30,6.3,23.7,1.762154697E9
online,SKU-01829,SHP-0026069,1,0,30,6.3,23.7,1.762157732E9
online,SKU-01829,SHP-0027127,1,0,30,6.3,23.7,1.762179002E9
retail,SKU-05815,SHP-0001293,1,0,30,6.3,23.7,1.744240934E9
online,SKU-06130,SHP-0000326,1,0,30,6.3,23.7,1.762566462E9
online,SKU-02061,SHP-0011717,1,0,30,6.3,23.7,1.762620954E9
online,SKU-05815,SHP-0017400,1,0,30,6.3,23.7,1.744086408E9
online,SKU-04249,SHP-0019046,1,0,30,6.3,23.7,1.731041579E9
online,SKU-02061,SHP-0021526,1,0,30,6.3,23.7,1.731086021E9
online,SKU-05815,SHP-0012036,1,0,30,6.3,23.7,1.747207071E9
online,SKU-01829,SHP-0021065,1,0,30,6.3,23.7,1.747260329E9
online,SKU-02061,SHP-0021815,1,0,30,6.3,23.7,1.778637076E9
retail,SKU-05413,SHP-0023689,1,1,30,6.3,23.7,1.778709933E9
online,SKU-01829,SHP-0006323,1,0,30,6.3,23.7,1.778715135E9
online,SKU-05815,SHP-0002852,1,0,30,6.3,23.7,1.766560297E9
online,SKU-01829,SHP-0019252,1,0,30,6.3,23.7,1.734049277E9
online,SKU-03880,SHP-0014988,1,1,30,6.3,23.7,1.734085272E9
online,SKU-05413,SHP-0009616,1,0,30,6.3,23.7,1.734101792E9
retail,SKU-03880,SHP-0000075,1,0,30,6.3,23.7,1.719009436E9
retail,SKU-02061,SHP-0013717,1,0,30,6.3,23.7,1.733384302E9
online,SKU-03880,SHP-0010267,1,0,30,6.3,23.7,1.77995343E9
marketplace,SKU-05413,SHP-0003883,1,0,30,6.3,23.7,1.779968082E9
online,SKU-02061,SHP-0020751,1,0,30,6.3,23.7,1.779979884E9
retail,SKU-02061,SHP-0013884,1,0,30,6.3,23.7,1.779986303E9
online,SKU-04249,SHP-0013598,1,0,30,6.3,23.7,1.765709479E9
retail,SKU-03880,SHP-0021054,1,0,30,6.3,23.7,1.765677281E9
online,SKU-02061,SHP-0013069,1,1,30,6.3,23.7,1.74840357E9
marketplace,SKU-01829,SHP-0002439,1,0,30,6.3,23.7,1.748407605E9
online,SKU-04249,SHP-0011370,1,0,30,6.3,23.7,1.743986369E9
online,SKU-05815,SHP-0017425,1,0,30,6.3,23.7,1.756732998E9
online,SKU-02061,SHP-0007641,1,0,30,6.3,23.7,1.775626115E9
online,SKU-03880,SHP-0016202,1,0,30,6.3,23.7,1.775674381E9
online,SKU-04249,SHP-0004034,1,0,30,6.3,23.7,1.775678583E9
online,SKU-05413,SHP-0012330,1,1,30,6.3,23.7,1.775701919E9
online,SKU-02061,SHP-0025886,1,1,30,6.3,23.7,1.775748494E9
online,SKU-06130,SHP-0006227,1,0,30,6.3,23.7,1.775769469E9
online,SKU-04249,SHP-0004379,1,0,30,6.3,23.7,1.750646574E9
online,SKU-05413,SHP-0028606,1,0,30,6.3,23.7,1.750670427E9
online,SKU-01829,SHP-0013595,1,0,30,6.3,23.7,1.75068975E9
online,SKU-01829,SHP-0013307,1,0,30,6.3,23.7,1.730881711E9
marketplace,SKU-03880,SHP-0000077,1,0,30,6.3,23.7,1.730885329E9
online,SKU-03880,SHP-0006184,1,0,30,6.3,23.7,1.73089261E9
retail,SKU-06130,SHP-0009860,1,1,30,6.3,23.7,1.775410421E9
retail,SKU-06130,SHP-0018899,1,0,30,6.3,23.7,1.718004189E9
online,SKU-03880,SHP-0002946,1,0,30,6.3,23.7,1.718037638E9
online,SKU-01829,SHP-0009875,1,1,30,6.3,23.7,1.718051286E9
online,SKU-06130,SHP-0007650,1,0,30,6.3,23.7,1.766457945E9
online,SKU-02061,SHP-0010620,1,0,30,6.3,23.7,1.766507588E9
online,SKU-05413,SHP-0011525,1,1,30,6.3,23.7,1.762060526E9
online,SKU-05815,SHP-0001747,1,1,30,6.3,23.7,1.762114002E9
online,SKU-05413,SHP-0017679,1,0,30,6.3,23.7,1.779889492E9
online,SKU-03880,SHP-0013416,1,0,30,6.3,23.7,1.766930785E9
online,SKU-04249,SHP-0018512,1,0,30,6.3,23.7,1.766930841E9
retail,SKU-05413,SHP-0025911,1,0,30,6.3,23.7,1.764399659E9
retail,SKU-05413,SHP-0026479,1,0,30,6.3,23.7,1.756910527E9
retail,SKU-01829,SHP-0028231,1,0,30,6.3,23.7,1.75693649E9
online,SKU-02061,SHP-0015416,1,1,30,6.3,23.7,1.766391635E9
retail,SKU-03880,SHP-0023178,1,0,30,6.3,23.7,1.71946364E9
marketplace,SKU-01829,SHP-0004249,1,0,30,6.3,23.7,1.746895214E9
online,SKU-03880,SHP-0002671,1,0,30,6.3,23.7,1.746919121E9
online,SKU-02061,SHP-0014168,1,0,30,6.3,23.7,1.775480014E9
online,SKU-05815,SHP-0001103,1,0,30,6.3,23.7,1.76543214E9
online,SKU-05413,SHP-0029344,1,1,30,6.3,23.7,1.7654379E9
retail,SKU-02061,SHP-0028174,1,0,30,6.3,23.7,1.76905723E9
online,SKU-05413,SHP-0027110,1,0,30,6.3,23.7,1.763337779E9
online,SKU-01829,SHP-0016943,1,1,30,6.3,23.7,1.76336043E9
online,SKU-05815,SHP-0001385,1,1,30,6.3,23.7,1.763393111E9
online,SKU-05815,SHP-0023996,1,0,30,6.3,23.7,1.734600845E9
online,SKU-05413,SHP-0000318,1,1,30,6.3,23.7,1.734643472E9
online,SKU-05413,SHP-0015906,1,0,30,6.3,23.7,1.756786231E9
online,SKU-03880,SHP-0008376,1,1,30,6.3,23.7,1.756815669E9
online,SKU-05413,SHP-0017867,1,0,30,6.3,23.7,1.756826907E9
retail,SKU-05815,SHP-0025873,1,0,30,6.3,23.7,1.75682781E9
online,SKU-04249,SHP-0020639,1,1,30,6.3,23.7,1.756845723E9
online,SKU-03880,SHP-0015056,1,1,30,6.3,23.7,1.756856162E9
online,SKU-05815,SHP-0008051,1,0,30,6.3,23.7,1.758126754E9
online,SKU-02061,SHP-0026321,1,0,30,6.3,23.7,1.758135461E9
retail,SKU-06130,SHP-0028922,1,1,30,6.3,23.7,1.778735599E9
retail,SKU-02061,SHP-0011896,1,0,30,6.3,23.7,1.778740462E9
online,SKU-04249,SHP-0009600,1,0,30,6.3,23.7,1.77877309E9
retail,SKU-03880,SHP-0006500,1,0,30,6.3,23.7,1.778776228E9
online,SKU-01829,SHP-0006691,1,1,30,6.3,23.7,1.778794238E9
online,SKU-05815,SHP-0010509,1,1,30,6.3,23.7,1.772121851E9
online,SKU-01829,SHP-0000314,1,0,30,6.3,23.7,1.772132849E9
online,SKU-03880,SHP-0010694,1,1,30,6.3,23.7,1.748874987E9
retail,SKU-06130,SHP-0012553,1,0,30,6.3,23.7,1.748878225E9
retail,SKU-06130,SHP-0026538,1,0,30,6.3,23.7,1.748899379E9
online,SKU-04249,SHP-0027610,1,1,30,6.3,23.7,1.769331517E9
online,SKU-05815,SHP-0018599,1,0,30,6.3,23.7,1.769349224E9
online,SKU-05815,SHP-0016926,1,0,30,6.3,23.7,1.764606814E9
online,SKU-05815,SHP-0015408,1,0,30,6.3,23.7,1.777915589E9
online,SKU-01829,SHP-0019267,1,0,30,6.3,23.7,1.778286308E9
online,SKU-03880,SHP-0001454,1,0,30,6.3,23.7,1.778360949E9
online,SKU-91925,SHP-0009191,1,0,30,6.3,23.7,1.722672484E9
online,SKU-01829,SHP-0004367,1,0,30,6.3,23.7,1.765161062E9
online,SKU-05815,SHP-0021812,1,0,30,6.3,23.7,1.765169654E9
online,SKU-02061,SHP-0013237,1,0,30,6.3,23.7,1.765196323E9
retail,SKU-06130,SHP-0026590,1,0,30,6.3,23.7,1.765210715E9
retail,SKU-04249,SHP-0026655,1,0,30,6.3,23.7,1.765226045E9
online,SKU-03880,SHP-0004858,1,0,30,6.3,23.7,1.765233904E9
online,SKU-03880,SHP-0008738,1,0,30,6.3,23.7,1.777942168E9
online,SKU-02061,SHP-0011646,1,1,30,6.3,23.7,1.777984356E9
retail,SKU-01829,SHP-0006201,1,0,30,6.3,23.7,1.777985252E9
online,SKU-06130,SHP-0002576,1,0,30,6.3,23.7,1.777991764E9
retail,SKU-04249,SHP-0004188,1,0,30,6.3,23.7,1.757839211E9
online,SKU-06130,SHP-0009924,1,0,30,6.3,23.7,1.757863157E9
retail,SKU-05815,SHP-0009479,1,0,30,6.3,23.7,1.757891305E9
retail,SKU-04249,SHP-0014908,1,1,30,6.3,23.7,1.748044073E9
online,SKU-03880,SHP-0024667,1,0,30,6.3,23.7,1.768357555E9
online,SKU-05413,SHP-0009549,1,0,30,6.3,23.7,1.768395568E9
retail,SKU-05815,SHP-0012612,1,0,30,6.3,23.7,1.743910596E9
online,SKU-04249,SHP-0024101,1,0,30,6.3,23.7,1.743967361E9
online,SKU-05815,SHP-0007555,1,0,30,6.3,23.7,1.735368726E9
online,SKU-01829,SHP-0004022,1,0,30,6.3,23.7,1.735419281E9
online,SKU-01829,SHP-0018854,1,0,30,6.3,23.7,1.735428575E9
retail,SKU-02061,SHP-0018453,1,0,30,6.3,23.7,1.73614268E9
retail,SKU-05815,SHP-0012478,1,0,30,6.3,23.7,1.752155273E9
online,SKU-02061,SHP-0013544,1,0,30,6.3,23.7,1.74701115E9
online,SKU-05413,SHP-0016127,1,0,30,6.3,23.7,1.747053023E9
online,SKU-04249,SHP-0025096,1,1,30,6.3,23.7,1.747074609E9
online,SKU-05413,SHP-0019444,1,0,30,6.3,23.7,1.734500022E9
online,SKU-03880,SHP-0017302,1,1,30,6.3,23.7,1.734514375E9
retail,SKU-03880,SHP-0020609,1,0,30,6.3,23.7,1.734560501E9
online,SKU-05413,SHP-0000505,1,1,30,6.3,23.7,1.757724732E9
online,SKU-05815,SHP-0021525,1,0,30,6.3,23.7,1.746174628E9
online,SKU-01829,SHP-0018089,1,0,30,6.3,23.7,1.756591281E9
online,SKU-02061,SHP-0009978,1,1,30,6.3,23.7,1.777694932E9
marketplace,SKU-05815,SHP-0016609,1,0,30,6.3,23.7,1.751246573E9
retail,SKU-02061,SHP-0025560,1,0,30,6.3,23.7,1.751249391E9
online,SKU-05413,SHP-0011667,1,0,30,6.3,23.7,1.743762783E9
online,SKU-05413,SHP-0028905,1,0,30,6.3,23.7,1.743802191E9
retail,SKU-02061,SHP-0007522,1,0,30,6.3,23.7,1.748109515E9
online,SKU-06130,SHP-0014838,1,0,30,6.3,23.7,1.732774215E9
retail,SKU-06130,SHP-0001883,1,1,30,6.3,23.7,1.732798103E9
online,SKU-05815,SHP-0015035,1,0,30,6.3,23.7,1.732802412E9
online,SKU-03880,SHP-0025985,1,0,30,6.3,23.7,1.779764078E9
online,SKU-03880,SHP-0008969,1,0,30,6.3,23.7,1.779795215E9
online,SKU-01829,SHP-0008039,1,0,30,6.3,23.7,1.763289686E9
online,SKU-02061,SHP-0009423,1,0,30,6.3,23.7,1.763290862E9
online,SKU-02061,SHP-0018811,1,0,30,6.3,23.7,1.763319777E9
online,SKU-01829,SHP-0005851,1,0,30,6.3,23.7,1.763326553E9
marketplace,SKU-06130,SHP-0028502,1,1,30,6.3,23.7,1.734407627E9
online,SKU-01829,SHP-0008266,1,1,30,6.3,23.7,1.721479987E9
online,SKU-03880,SHP-0008295,1,0,30,6.3,23.7,1.769599353E9
retail,SKU-04249,SHP-0023633,1,0,30,6.3,23.7,1.733443469E9
online,SKU-04249,SHP-0021368,1,0,30,6.3,23.7,1.733458169E9
online,SKU-05413,SHP-0017151,1,0,30,6.3,23.7,1.733515179E9
online,SKU-01829,SHP-0001037,1,0,30,6.3,23.7,1.769495996E9
online,SKU-04249,SHP-0018599,1,0,30,6.3,23.7,1.76950908E9
online,SKU-02061,SHP-0013798,1,1,30,6.3,23.7,1.769533402E9
online,SKU-03880,SHP-0010340,1,0,30,6.3,23.7,1.726486326E9
online,SKU-01829,SHP-0002177,1,0,30,6.3,23.7,1.734163754E9
online,SKU-94736,SHP-0028374,1,0,30,6.3,23.7,1.734168937E9
retail,SKU-04249,SHP-0012461,1,0,30,6.3,23.7,1.734181906E9
online,SKU-03880,SHP-0021142,1,0,30,6.3,23.7,1.768493542E9
retail,SKU-97431,SHP-0016768,1,1,30,6.3,23.7,1.768511123E9
online,SKU-05815,SHP-0023886,1,1,30,6.3,23.7,1.763235607E9
retail,SKU-01829,SHP-0013038,1,1,30,6.3,23.7,1.763244371E9
online,SKU-04249,SHP-0023509,1,0,30,6.3,23.7,1.71914092E9
online,SKU-04249,SHP-0012020,1,0,30,6.3,23.7,1.77784494E9
online,SKU-05413,SHP-0019940,1,1,30,6.3,23.7,1.757915466E9
online,SKU-02061,SHP-0020308,1,0,30,6.3,23.7,1.757916243E9
online,SKU-06130,SHP-0014620,1,1,30,6.3,23.7,1.770820216E9
online,SKU-06130,SHP-0001424,1,1,30,6.3,23.7,1.770834931E9
online,SKU-02061,SHP-0008886,1,1,30,6.3,23.7,1.770839257E9
online,SKU-05413,SHP-0017987,1,0,30,6.3,23.7,1.753246588E9
online,SKU-03880,SHP-0005461,1,0,30,6.3,23.7,1.753307396E9
online,SKU-01829,SHP-0017962,1,0,30,6.3,23.7,1.779089744E9
online,SKU-06130,SHP-0005674,1,0,30,6.3,23.7,1.728195906E9
online,SKU-02061,SHP-0026212,1,0,30,6.3,23.7,1.728210037E9
online,SKU-01829,SHP-0018625,1,1,30,6.3,23.7,1.756971631E9
online,SKU-06130,SHP-0021253,1,0,30,6.3,23.7,1.75989306E9
retail,SKU-03880,SHP-0006254,1,1,30,6.3,23.7,1.75990751E9
online,SKU-04249,SHP-0024282,1,0,30,6.3,23.7,1.759928975E9
retail,SKU-06130,SHP-0011608,1,0,30,6.3,23.7,1.758256305E9
online,SKU-02061,SHP-0007381,1,0,30,6.3,23.7,1.761963488E9
retail,SKU-02061,SHP-0016803,1,0,30,6.3,23.7,1.762015609E9
retail,SKU-06130,SHP-0027766,1,0,30,6.3,23.7,1.763426854E9
online,SKU-04249,SHP-0005478,1,0,30,6.3,23.7,1.763448753E9
online,SKU-05815,SHP-0013885,1,0,30,6.3,23.7,1.763468263E9
online,SKU-02061,SHP-0015923,1,0,30,6.3,23.7,1.722804098E9
online,SKU-03880,SHP-0015728,1,0,30,6.3,23.7,1.734760346E9
retail,SKU-04249,SHP-0006619,1,0,30,6.3,23.7,1.734788856E9
online,SKU-03880,SHP-0015634,1,0,30,6.3,23.7,1.734802863E9
online,SKU-02061,SHP-0017151,1,1,30,6.3,23.7,1.733203666E9
marketplace,SKU-06130,SHP-0005692,1,0,30,6.3,23.7,1.766331495E9
retail,SKU-04249,SHP-0015236,1,0,30,6.3,23.7,1.766335449E9
marketplace,SKU-03880,SHP-0004173,1,1,30,6.3,23.7,1.766335741E9
retail,SKU-05413,SHP-0021807,1,0,30,6.3,23.7,1.766339142E9
marketplace,SKU-01829,SHP-0029519,1,0,30,6.3,23.7,1.766342998E9
online,SKU-04249,SHP-0007536,1,1,30,6.3,23.7,1.721545395E9
online,SKU-01829,SHP-0000768,1,0,30,6.3,23.7,1.721567928E9
online,SKU-06130,SHP-0014858,1,0,30,6.3,23.7,1.721588601E9
online,SKU-01829,SHP-0024371,1,0,30,6.3,23.7,1.743640724E9
online,SKU-05413,SHP-0010246,1,0,30,6.3,23.7,1.743724686E9
online,SKU-06130,SHP-0019930,1,0,30,6.3,23.7,1.728402587E9
retail,SKU-04249,SHP-0023164,1,0,30,6.3,23.7,1.728417808E9
online,SKU-02061,SHP-0011345,1,0,30,6.3,23.7,1.771552835E9
online,SKU-05413,SHP-0005150,1,0,30,6.3,23.7,1.771573882E9
online,SKU-03880,SHP-0021150,1,0,30,6.3,23.7,1.722837337E9
online,SKU-05815,SHP-0020719,1,0,30,6.3,23.7,1.722842208E9
online,SKU-06130,SHP-0014038,1,0,30,6.3,23.7,1.768205246E9
online,SKU-06130,SHP-0028022,1,0,30,6.3,23.7,1.768700181E9
online,SKU-05413,SHP-0017891,1,0,30,6.3,23.7,1.768755006E9
online,SKU-03880,SHP-0019571,1,0,30,6.3,23.7,1.732899059E9
marketplace,SKU-06130,SHP-0002367,1,0,30,6.3,23.7,1.73290355E9
online,SKU-04249,SHP-0006217,1,1,30,6.3,23.7,1.779154139E9
online,SKU-01829,SHP-0012988,1,0,30,6.3,23.7,1.779163411E9
online,SKU-06130,SHP-0016961,1,1,30,6.3,23.7,1.779212673E9
marketplace,SKU-97130,SHP-0022078,1,1,30,6.3,23.7,1.779228989E9
online,SKU-04249,SHP-0006164,1,0,30,6.3,23.7,1.754525729E9
online,SKU-90482,SHP-0011987,1,1,30,6.3,23.7,1.74341006E9
online,SKU-03880,SHP-0009319,1,1,30,6.3,23.7,1.743413814E9
online,SKU-02061,SHP-0005615,1,0,30,6.3,23.7,1.743428913E9
